"","rowID","speciesID","common_name","species","sara_status","taxonomic_group","Class","Phylum","Order","Family","DFO","population","subspecies","paperID","year_published","doc_citation","date_accessed","rsf","North_America","subspecies_model","date_data_extraction","rationale_ne","reviewer_initials","extraction_method","inc_analysis","pop_model_notes","motivation","built_sdm_historical","historical_year","built_sdm_present","present_years","proj_future","proj_future_year","proj_present","proj_present_year","proj_present_motive","backcast","back_year","predictors","num_species","extent_region","region_notes","spatial_limits","notes_spatial_limit","built_CA","built_US","built_MX","focus_CA","focus_US","focus_MX","obj_cc_vulnerability","obj_conservation","obj_method","obj_other","obj_text","secondary_model","Notes","remove","rationale","sdm_na","cc_sdm_na","sdm_no_cc_na","sdm_ca","cc_sdm_ca","sdm_no_cc_ca","rsf_sdm_na"
"11",1931,190,"swift fox","Vulpes velox","Threatened","Mammals (terrestrial)","Mammalia","Chordata","Carnivora","Canidae",0,0,0,231,2016,"Alexander, J. L., Olimb, S. K., Bly, K. L. S., & Restani, M. (2016). Use of least-cost path analysis to identify potential movement corridors of swift foxes in Montana. Journal of Mammalogy, 97(3), 891–898. https://doi.org/10.1093/jmammal/gyw032","2023-07-31",0,1,0,"2023-08-18",NA,"HK","2",NA,NA,"We developed a swift fox habitat suitability model for southeastern Montana, the region between the 2 populations.",0,NA,1,"1997 or later (occurrence data)",0,NA,0,NA,NA,0,NA,"2","1","Montana",NA,3,"used data from state agencies from North Dakota, South Dakota, Montana and Wyoming","0","1","0","0","1","0",NA,NA,NA,NA,NA,1,"don't think they build the regression model, used one from gov report",0,NA,1,0,1,0,0,0,1
"12",296,118,"eastern wolf","Canis lupus lycaon","Special Concern","Mammals (terrestrial)","Mammalia","Chordata","Carnivora","Canidae",0,0,1,167,2006,"Alexander, S. M., Logan, T. B., & Paquet, P. C. (2006). Spatio-temporal co-occurrence of cougars (Felis concolor), wolves (Canis lupus) and their prey during winter: A comparison of two analytical methods. Journal of Biogeography, 33(11), 2001–2012. https://doi.org/10.1111/j.1365-2699.2006.01564.x","2023-07-25",1,1,2,"NE","RSF","NE","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0
"13",390,118,"eastern wolf","Canis lupus lycaon","Special Concern","Mammals (terrestrial)","Mammalia","Chordata","Carnivora","Canidae",0,0,1,379,2005,"Alexander, S. M., Paquet, P. C., Logan, T. B., & Saher, D. J. (2005). Snow-tracking versus radiotelemetry for predicting wolf-environment relationships in the Rocky Mountains of Canada. Wildlife Society Bulletin, 33(4), 1216–1224. https://doi.org/10.2193/0091-7648(2005)33[1216:svrfpw]2.0.co;2","2023-08-25",0,1,2,"2023-09-13",NA,"HK","2",NA,NA,"We are aware of no studies, however, that have examined the efficacy of tracking versus radiotelemetry in elucidating the species–environment relationships of large carnivores such as wolves (Canis lupus). Hence,we used track data to develop a predictive model for wolves and tested it against independent radiotelemetry data for the same region.",0,NA,1,"1997-2000 (track data), 1991-1994 (telemetry data)",0,NA,0,NA,NA,0,NA,"3","1","Alberta","Kananasakis",0,"not exact species modelled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no spatial predictions shown, but indicate that they made a probability surface",0,NA,0,0,0,0,0,0,0
"14",134,1023,"black-foam lichen","Anzia colpodes","Threatened","Lichens","Lecanoromycetes","Ascomycota","Lecanorales","Parmeliaceae",0,0,0,460,2016,"Allen, J. L., & Lendemer, J. C. (2016). Quantifying the impacts of sea-level rise on coastal biodiversity: A case study on lichens in the mid-Atlantic Coast of eastern North America. Biological Conservation, 202, 119–126. https://doi.org/10.1016/j.biocon.2016.08.031","2023-09-28",0,1,0,"2023-10-04",NA,"HK","2",NA,NA,"Here we use a dataset ofN13,000 occurrence records for lichens, obligate symbiotic fungi, in theMid-Atlantic Coastal Plain of eastern North America to model distributions of193 species.",0,NA,1,"unknown",0,NA,0,NA,NA,0,NA,"1","193","eastern coast of USA","mid-atlantic coastal plain",4,"mid-atlantic coastal plain","0","1","0","0","1","0",NA,NA,NA,NA,NA,0,NA,0,NA,1,0,1,0,0,0,1
"15",1217,1037,"wrinkled shingle lichen","Pannaria lurida","Threatened","Lichens","Lecanoromycetes","Ascomycota","Peltigerales","Pannariaceae",0,0,0,460,2016,"Allen, J. L., & Lendemer, J. C. (2016). Quantifying the impacts of sea-level rise on coastal biodiversity: A case study on lichens in the mid-Atlantic Coast of eastern North America. Biological Conservation, 202, 119–126. https://doi.org/10.1016/j.biocon.2016.08.031","2023-09-28",0,1,3,"2023-10-04",NA,"HK","2",NA,NA,"Here we use a dataset ofN13,000 occurrence records for lichens, obligate symbiotic fungi, in theMid-Atlantic Coastal Plain of eastern North America to model distributions of193 species.",0,NA,1,"unknown",0,NA,0,NA,NA,0,NA,"1","193","eastern coast of USA","mid-atlantic coastal plain",4,"mid-atlantic coastal plain","0","1","0","0","1","0",NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0
"16",1261,439,"pale-bellied frost lichen","Physconia subpallida","Endangered","Lichens","Lecanoromycetes","Ascomycota","Caliciales","Physciaceae",0,0,0,156,2019,"Allen, J. L., & McMullin, R. T. (2019). Modeling algorithm influence on the success of predicting new populations of rare species: ground-truthing models for the Pale-Belly Frost Lichen (Physconia subpallida) in Ontario. Biodiversity and Conservation, 28(7), 1853–1862. https://doi.org/10.1007/s10531-019-01766-z","2023-04-05",0,1,0,"2023-04-12",NA,"HK","1",NA,NA,"Here wer compare two modeling algorithms for their utility in guiding search efforts for P.subpallida (Pale-Belly Frost Lichen) in southern Ontario.",0,NA,1,"known-2016 (occurrence)",0,NA,0,NA,NA,0,NA,"1","1","Ontario",NA,3,"Ontario","1","0","0","1","0","0",NA,NA,NA,NA,NA,0,NA,0,NA,1,0,1,1,0,1,1
"17",2005,2,"wood bison","Bison bison athabascae","Threatened","Mammals (terrestrial)","Mammalia","Chordata","Artiodactyla","Bovidae",0,0,1,476,2011,"Allred, B. W., Fuhlendorf, S. D., Engle, D. M., & Elmore, R. D. (2011). Ungulate preference for burned patches reveals strength: Of fire-grazing interaction. Ecology and Evolution, 1(2), 132–144. https://doi.org/10.1002/ece3.12","2024-03-13",1,1,2,"NE","RSF","NE","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0
"18",2100,1040,"grizzly bear western population","Ursus arctos","Special Concern","Mammals (terrestrial)","Mammalia","Chordata","Carnivora","Ursidae",0,1,0,493,2019,"Almasieh, K., Rouhi, H., & Kaboodvandpour, S. (2019). Habitat suitability and connectivity for the brown bear (Ursus arctos) along the Iran-Iraq border. European Journal of Wildlife Research, 65. https://doi.org/10.1007/s10344-019-1295-1","2024-03-13",0,0,0,"NE","notNA","NE","3",NA,"notNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0
"19",2101,1040,"grizzly bear western population","Ursus arctos","Special Concern","Mammals (terrestrial)","Mammalia","Chordata","Carnivora","Ursidae",0,1,0,494,2014,"Almpanidou, V., Mazaris, A. D., Mertzanis, Y., Avraam, I., Antoniou, I., Pantis, J. D., & Sgardelis, S. P. (2014). Providing insights on habitat connectivity for male brown bears: A combination of habitat suitability and landscape graph-based models. Ecological Modelling, 286, 37–44. https://doi.org/10.1016/j.ecolmodel.2014.04.024","2024-03-12",0,0,0,"NE","notNA","NE","3",NA,"notNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0
"20",2344,507,"spotted owl caurina subspecies","Strix occidentalis caurina","Endangered","Birds","Aves","Chordata","Strigiformes","Strigidae",0,0,1,678,2021,"Andrus, R. A., Martinez, A. J., Jones, G. M., & Meddens, A. J. H. (2021). Assessing the quality of fire refugia for wildlife habitat. Forest Ecology and Management, 482. https://doi.org/10.1016/j.foreco.2020.118868","2024-04-22",0,1,1,"2024-06-17",NA,"HK","3",NA,NA,"Our objectives were to (1) develop a refugia index (RI), a geospatial method to assess the quality of unburned areas for wildlife habitat affected by wildfires (and other disturbances), (2) apply the method and conduct a case study using spatial overlay analysis to examine how the RI (model output) varied with model inputs for a focal species, and (3) investigate how the RI at the individual fire-level was affected by characteristics of the fire and availability of habitat (pre-fire)",0,NA,0,NA,0,NA,1,NA,NA,0,NA,"3","1",NA,NA,0,"used someone else's SDM","unclear","1","0","0","1","0",NA,NA,NA,NA,NA,1,"used SDM developed by Davis et al 2016",0,NA,1,0,1,0,0,0,1
"21",321,118,"eastern wolf","Canis lupus lycaon","Special Concern","Mammals (terrestrial)","Mammalia","Chordata","Carnivora","Canidae",0,0,1,192,2021,"Ansari, A., Golabi, M. H., & Shams-Esfandabad, B. (2021). Evaluation of factors affecting predator-prey distribution for grey wolves, wild sheep, and wild goats in Haftad-Gholleh National Park, Iran. Journal of Wildlife and Biodiversity, 5(4), 53–67. https://doi.org/10.22120/jwb.2021.522829.1210","2023-07-25",0,0,2,"NE","notNA","NE","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"not exact species modelled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0
"22",1376,25,"caribou dolphin and union population","Rangifer tarandus","Special Concern","Mammals (terrestrial)","Mammalia","Chordata","Artiodactyla","Cervidae",0,1,0,249,2019,"Baltensperger, A. P., & Joly, K. (2019). Using seasonal landscape models to predict space use and migratory patterns of an arctic ungulate. Movement Ecology, 7(1). https://doi.org/10.1186/s40462-019-0162-8","2023-08-03",0,1,0,"2023-09-15",NA,"HK","2",NA,"not included in the extent","Our goals were to 1) model caribou seasonal distributions and change, 2) relate caribou occurrence to climatic, anthropogenic, and topographic predictors, and 3) to identify migratory areas predicted to have been used consistently by the WAH over the past decade.",0,NA,1,"2009-2019 (telemetry data)",0,NA,0,NA,NA,0,NA,"2","1","Alaska",NA,4,"""211 adult female caribou belonging to the WAH were captured in Kobuk Valley National Park, Alaska and fitted with GPS telemetry collars""","0","1","0","0","1","0",NA,NA,NA,NA,NA,0,NA,0,NA,1,0,1,0,0,0,1
"23",1470,54,"caribou boreal population","Rangifer tarandus caribou","Threatened","Mammals (terrestrial)","Mammalia","Chordata","Artiodactyla","Cervidae",0,1,1,273,2006,"Apps, C. D., & McLellan, B. N. (2006). Factors influencing the dispersion and fragmentation of endangered mountain caribou populations. Biological Conservation, 130, 84–97. https://doi.org/10.1016/j.biocon.2005.12.004","2023-08-04",1,1,1,"NE","RSF","NE","2",NA,"some of this population included",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1
"24",1542,62,"caribou atlantic-gaspÈsie population","Rangifer tarandus caribou","Endangered","Mammals (terrestrial)","Mammalia","Chordata","Artiodactyla","Cervidae",0,1,1,273,2006,"Apps, C. D., & McLellan, B. N. (2006). Factors influencing the dispersion and fragmentation of endangered mountain caribou populations. Biological Conservation, 130, 84–97. https://doi.org/10.1016/j.biocon.2005.12.004","2023-08-04",1,1,1,"NE","RSF","NE","2",NA,"not included in the extent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1
"25",1614,38,"peary caribou","Rangifer tarandus pearyi","Threatened","Mammals (terrestrial)","Mammalia","Chordata","Artiodactyla","Cervidae",0,0,1,273,2006,"Apps, C. D., & McLellan, B. N. (2006). Factors influencing the dispersion and fragmentation of endangered mountain caribou populations. Biological Conservation, 130, 84–97. https://doi.org/10.1016/j.biocon.2005.12.004","2023-08-04",1,1,4,"NE","RSF","NE","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0
"26",2102,1040,"grizzly bear western population","Ursus arctos","Special Concern","Mammals (terrestrial)","Mammalia","Chordata","Carnivora","Ursidae",0,1,0,495,2004,"Apps, C. D., McLellan, B. N., Woods, J. G., & Proctor, M. F. (2004). ESTIMATING GRIZZLY BEAR DISTRIBUTION AND ABUNDANCE RELATIVE TO HABITAT AND HUMAN INFLUENCE. Journal of Wildlife Management, 68(1), 138–152. https://doi.org/10.2193/0022","2024-03-04",1,1,0,"NE","RSF","NE","3",NA,"not population specific ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1
"27",2067,148,"short-eared owl","Asio flammeus","Special Concern","Birds","Aves","Chordata","Strigiformes","Strigidae",0,0,0,484,2021,"Arenas-Castro, S., & Sillero, N. (2021). Cross-scale monitoring of habitat suitability changes using satellite time series and ecological niche models. Science of the Total Environment, 784. https://doi.org/10.1016/j.scitotenv.2021.147172","2024-04-02",0,0,0,"NE","notNA","NE","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0
"28",2068,410,"barrow's goldeneye eastern population","Bucephala islandica","Special Concern","Birds","Aves","Chordata","Anseriformes","Anatidae",0,1,0,484,2021,"Arenas-Castro, S., & Sillero, N. (2021). Cross-scale monitoring of habitat suitability changes using satellite time series and ecological niche models. Science of the Total Environment, 784. https://doi.org/10.1016/j.scitotenv.2021.147172","2024-04-02",0,0,0,"NE","notNA","NE","3",NA,"notNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0
"29",2069,469,"red knot islandica subspecies","Calidris canutus islandica","Special Concern","Birds","Aves","Chordata","Charadriiformes","Scolopacidae",0,0,1,484,2021,"Arenas-Castro, S., & Sillero, N. (2021). Cross-scale monitoring of habitat suitability changes using satellite time series and ecological niche models. Science of the Total Environment, 784. https://doi.org/10.1016/j.scitotenv.2021.147172","2024-04-02",0,0,2,"NE","notNA","NE","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"not exact species modelled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0
"30",2070,470,"red knot roselaari type","Calidris canutus roselaari type","Threatened","Birds","Aves","Chordata","Charadriiformes","Scolopacidae",0,0,1,484,2021,"Arenas-Castro, S., & Sillero, N. (2021). Cross-scale monitoring of habitat suitability changes using satellite time series and ecological niche models. Science of the Total Environment, 784. https://doi.org/10.1016/j.scitotenv.2021.147172","2024-04-02",0,0,2,"NE","notNA","NE","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"not exact species modelled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0
"31",2071,465,"red knot rufa subspecies tierra del fuego/patagonia wintering population","Calidris canutus rufa","Endangered","Birds","Aves","Chordata","Charadriiformes","Scolopacidae",0,1,1,484,2021,"Arenas-Castro, S., & Sillero, N. (2021). Cross-scale monitoring of habitat suitability changes using satellite time series and ecological niche models. Science of the Total Environment, 784. https://doi.org/10.1016/j.scitotenv.2021.147172","2024-04-02",0,0,2,"NE","notNA","NE","3",NA,"notNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"not exact species modelled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0
"32",2072,383,"peregrine falcon anatum/tundrius","Falco peregrinus anatum/tundrius","Special Concern","Birds","Aves","Chordata","Falconiformes","Falconidae",0,0,1,484,2021,"Arenas-Castro, S., & Sillero, N. (2021). Cross-scale monitoring of habitat suitability changes using satellite time series and ecological niche models. Science of the Total Environment, 784. https://doi.org/10.1016/j.scitotenv.2021.147172","2024-04-02",0,0,2,"NE","notNA","NE","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"not exact species modelled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0
"33",2073,179,"peregrine falcon pealei subspecies","Falco peregrinus pealei","Special Concern","Birds","Aves","Chordata","Falconiformes","Falconidae",0,0,1,484,2021,"Arenas-Castro, S., & Sillero, N. (2021). Cross-scale monitoring of habitat suitability changes using satellite time series and ecological niche models. Science of the Total Environment, 784. https://doi.org/10.1016/j.scitotenv.2021.147172","2024-04-02",0,0,2,"NE","notNA","NE","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"not exact species modelled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0
"34",2074,1044,"wolverine","Gulo gulo","Special Concern","Mammals (terrestrial)","Mammalia","Chordata","Carnivora","Mustelidae",0,0,0,484,2021,"Arenas-Castro, S., & Sillero, N. (2021). Cross-scale monitoring of habitat suitability changes using satellite time series and ecological niche models. Science of the Total Environment, 784. https://doi.org/10.1016/j.scitotenv.2021.147172","2024-04-02",0,0,0,"NE","notNA","NE","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0
